Name,Listing_id,Profile_url,Street_address,City,Province,Postal_code,Full_address,Phones,Website,Categories,Sponsored,What,Where
Plomberie Jet D'Eau 2020,8178886,https://www.yellowpages.ca/bus/Quebec/Terrebonne/Plomberie-Jet-D-Eau-2020/8178886.html?what=plumber&where=Laval+QC&useContext=true,3360 Rue Jacob Jordan,Terrebonne,QC,J6X 4J6,"3360 Rue Jacob Jordan, Terrebonne, QC, J6X 4J6",450-474-5475,https://www.yellowpages.ca,Plumbers & Plumbing Contractors,FALSE,plumber,laval QC
Classique Plomberie Chauffage et Drainage,381301,https://www.yellowpages.ca/bus/Quebec/Montreal-Nord/Classique-Plomberie-Chauffage-et-Drainage/381301.html?what=plumber&where=Laval+QC&useContext=true,12444 boul Rolland,Montréal-Nord,QC,H1G 6B2,"12444 boul Rolland, Montréal-Nord, QC, H1G 6B2",514-327-0434,https://www.facebook.com/pages/Classique-Plomberie-Chauffage-et-Drainage/515268052005032,"Plumbers & Plumbing Contractors, Sewer Line Inspection",FALSE,plumber,laval QC
Entreprise Jeannot Paquette Inc,8230235,https://www.yellowpages.ca/bus/Quebec/Mirabel/Entreprise-Jeannot-Paquette-Inc/8230235.html?what=plumber&where=Laval+QC&useContext=true,"18060, rue J.A.Bombardier",Mirabel,QC,J7J 2H8,"18060, rue J.A.Bombardier, Mirabel, QC, J7J 2H8",450-437-8770,http://www.jeannotpaquette.com/,"Plumbers & Plumbing Contractors, Gas Appliance Repair & Maintenance, More…",FALSE,plumber,laval QC
Plomberie F. Ravary Inc,3890179,https://www.yellowpages.ca/bus/Quebec/Montreal/Plomberie-F-Ravary-Inc/3890179.html?what=plumber&where=Laval+QC&useContext=true,8155 Rue Saint-Hubert,Montréal,QC,H2P 1Z1,"8155 Rue Saint-Hubert, Montréal, QC, H2P 1Z1",438-558-3769,http://plomberiefravary.ca/,"Plumbers & Plumbing Contractors, Bathroom Renovations, More…",FALSE,plumber,laval QC
Espoir Debouchage,104910232,https://www.yellowpages.ca/bus/Quebec/Montreal/Espoir-Debouchage/104910232.html?what=plumber&where=Laval+QC&useContext=true,12070 av Clément-Ader,Montréal,QC,H1E 1W9,"12070 av Clément-Ader, Montréal, QC, H1E 1W9",438-805-5266,https://www.espoirdebouchage.com/,Plumbers & Plumbing Contractors,FALSE,plumber,laval QC
Louis Gentil,100399448,https://www.yellowpages.ca/bus/Quebec/Louis-Gentil/100399448.html?what=plumber&where=Laval+QC&useContext=true,N/A,N/A,N/A,N/A,N/A,450-628-2193,N/A,Plumbers & Plumbing Contractors,FALSE,plumber,laval QC
Plombier Daniel,100516938,https://www.yellowpages.ca/bus/Quebec/Plombier-Daniel/100516938.html?what=plumber&where=Laval+QC&useContext=true,N/A,N/A,N/A,N/A,N/A,514-267-1176,N/A,Plumbers & Plumbing Contractors,FALSE,plumber,laval QC
Plomberie Laval,100505187,https://www.yellowpages.ca/bus/Quebec/Plomberie-Laval/100505187.html?what=plumber&where=Laval+QC&useContext=true,N/A,N/A,N/A,N/A,N/A,514-473-1115,N/A,Plumbers & Plumbing Contractors,FALSE,plumber,laval QC
Plomberier 30,100512624,https://www.yellowpages.ca/bus/Quebec/Plomberier-30/100512624.html?what=plumber&where=Laval+QC&useContext=true,N/A,N/A,N/A,N/A,N/A,438-936-7563,N/A,Plumbers & Plumbing Contractors,FALSE,plumber,laval QC
Plombier Laval,100504741,https://www.yellowpages.ca/bus/Quebec/Plombier-Laval/100504741.html?what=plumber&where=Laval+QC&useContext=true,N/A,N/A,N/A,N/A,N/A,514-578-0049,N/A,Plumbers & Plumbing Contractors,FALSE,plumber,laval QC
Plomberie FGV,100504241,https://www.yellowpages.ca/bus/Quebec/Plomberie-FGV/100504241.html?what=plumber&where=Laval+QC&useContext=true,N/A,N/A,N/A,N/A,N/A,514-269-8899,N/A,Plumbers & Plumbing Contractors,FALSE,plumber,laval QC
Bob Plomberie,100503903,https://www.yellowpages.ca/bus/Quebec/Bob-Plomberie/100503903.html?what=plumber&where=Laval+QC&useContext=true,N/A,N/A,N/A,N/A,N/A,450-628-0153,N/A,Plumbers & Plumbing Contractors,FALSE,plumber,laval QC
Plomberie Cantley,100836501,https://www.yellowpages.ca/bus/Quebec/Plomberie-Cantley/100836501.html?what=plumber&where=Laval+QC&useContext=true,N/A,N/A,N/A,N/A,N/A,819-671-1194,N/A,Plumbers & Plumbing Contractors,FALSE,plumber,laval QC
Plomberie Harrisson,8179380,https://www.yellowpages.ca/bus/Quebec/Plomberie-Harrisson/8179380.html?what=plumber&where=Laval+QC&useContext=true,N/A,N/A,N/A,N/A,N/A,450-478-2760,N/A,Plumbers & Plumbing Contractors,FALSE,plumber,laval QC
Plomberie Mongi,100992347,https://www.yellowpages.ca/bus/Quebec/Plomberie-Mongi/100992347.html?what=plumber&where=Laval+QC&useContext=true,N/A,N/A,N/A,N/A,N/A,450-665-9815,N/A,Plumbers & Plumbing Contractors,FALSE,plumber,laval QC
Gorl'eau,5830483,https://www.yellowpages.ca/bus/Quebec/Montreal/Gorl-eau/5830483.html?what=plumber&where=Laval+QC&useContext=true,N/A,Montréal,QC,N/A,"Montréal, QC","450-475-0236,514-770-4011",http://www.gorleau.com/,Plumbers & Plumbing Contractors,FALSE,plumber,laval QC
Plomberie JDelcourt,7570920,https://www.yellowpages.ca/bus/Quebec/Laval/Plomberie-JDelcourt/7570920.html?what=plumber&where=Laval+QC&useContext=true,440 Rue Branly,Laval,QC,H7N 2E5,"440 Rue Branly, Laval, QC, H7N 2E5",450-933-8080,http://gdelcourt.ca/,Plumbers & Plumbing Contractors,FALSE,plumber,laval QC
JA Plumbing,100364786,https://www.yellowpages.ca/bus/Quebec/Laval/JA-Plumbing/100364786.html?what=plumber&where=Laval+QC&useContext=true,"1380, rue Hennessy",Laval,QC,H7W 4N2,"1380, rue Hennessy, Laval, QC, H7W 4N2",514-806-7210,http://www.facebook.com/1603322089993013,Plumbers & Plumbing Contractors,FALSE,plumber,laval QC
Plomberie Terra,8011798,https://www.yellowpages.ca/bus/Quebec/Laval/Plomberie-Terra/8011798.html?what=plumber&where=Laval+QC&useContext=true,4040 Rue Cyrille Delage,Laval,QC,H7K 3L2,"4040 Rue Cyrille Delage, Laval, QC, H7K 3L2",514-830-0333,N/A,"Plumbers & Plumbing Contractors, Plumbing Fixture & Supply Stores",FALSE,plumber,laval QC
Batimec Plomberie & Chauffage,7235160,https://www.yellowpages.ca/bus/Quebec/Laval/Batimec-Plomberie-Chauffage/7235160.html?what=plumber&where=Laval+QC&useContext=true,1209 Rue Anita,Laval,QC,H7X 3Z4,"1209 Rue Anita, Laval, QC, H7X 3Z4",450-314-3587,http://www.batimec.com/,"Plumbers & Plumbing Contractors, Building Contractors",FALSE,plumber,laval QC
Deer Bridge Plumbing & Heating Ltd,5809825,https://www.yellowpages.ca/bus/Alberta/Calgary/Deer-Bridge-Plumbing-Heating-Ltd/5809825.html?what=plumber&where=Calgary+AB&useContext=true,4522 112 Ave SE,Calgary,AB,T2C 2K2,"4522 112 Ave SE, Calgary, AB, T2C 2K2",403-252-1101,http://www.deerbridgeplumbing.com/,Plumbers & Plumbing Contractors,FALSE,plumber,calgary AB
Rusty Pipe Mechanical,7769288,https://www.yellowpages.ca/bus/Alberta/Calgary/Rusty-Pipe-Mechanical/7769288.html?what=plumber&where=Calgary+AB&useContext=true,2605 39 St SE Main,Calgary,AB,T2B 1A8,"2605 39 St SE Main, Calgary, AB, T2B 1A8","403-248-8822,403-235-1373",http://rustypipe.ca/,"Plumbers & Plumbing Contractors, Refrigeration Contractors",FALSE,plumber,calgary AB
Hill Brothers Plumbing,8055959,https://www.yellowpages.ca/bus/Alberta/Calgary/Hill-Brothers-Plumbing/8055959.html?what=plumber&where=Calgary+AB&useContext=true,1111 46 Avenue SE,Calgary,AB,T2G 2A5,"1111 46 Avenue SE, Calgary, AB, T2G 2A5","403-271-0719,403-280-3123",http://hillbrothersplumbing.com/,"Plumbers & Plumbing Contractors, Heating Contractors",FALSE,plumber,calgary AB
JNL Mechanical Ltd,101382410,https://www.yellowpages.ca/bus/Alberta/Calgary/JNL-Mechanical-Ltd/101382410.html?what=plumber&where=Calgary+AB&useContext=true,112-11979 40 St Se,Calgary,AB,T2Z 4M3,"112-11979 40 St Se, Calgary, AB, T2Z 4M3",403-727-0331,https://jnlmechanical.ca/,"Plumbers & Plumbing Contractors, Mechanical Contractors, More…",FALSE,plumber,calgary AB
Flo Pros Drain Services,7872867,https://www.yellowpages.ca/bus/Alberta/Calgary/Flo-Pros-Drain-Services/7872867.html?what=plumber&where=Calgary+AB&useContext=true,119 Marquis Cres SE,Calgary,AB,T3M 1Y1,"119 Marquis Cres SE, Calgary, AB, T3M 1Y1",587-327-2531,http://floprosdrainservices.ca/,"Plumbers & Plumbing Contractors, Drainage Contractors",FALSE,plumber,calgary AB
Mr Rooter Plumbing Of Calgary,104594650,https://www.yellowpages.ca/bus/Alberta/Calgary/Mr-Rooter-Plumbing-Of-Calgary/104594650.html?what=plumber&where=Calgary+AB&useContext=true,5045 13 St SE,Calgary,AB,T2G 5N1,"5045 13 St SE, Calgary, AB, T2G 5N1",587-208-4903,https://www.mrrooter.ca/calgary/,"Plumbers & Plumbing Contractors, Sewer Contractors",FALSE,plumber,calgary AB
"The Gentlemen Pros Plumbing, Heating & Electrical",102779087,https://www.yellowpages.ca/bus/Alberta/Calgary/The-Gentlemen-Pros-Plumbing-Heating-Electrical/102779087.html?what=plumber&where=Calgary+AB&useContext=true,5355 8 St NE,Calgary,AB,T2K 5R9,"5355 8 St NE, Calgary, AB, T2K 5R9",403-879-1605,https://www.yellowpages.ca,Plumbers & Plumbing Contractors,FALSE,plumber,calgary AB
K & K Mechanical Ltd,871150,https://www.yellowpages.ca/bus/Alberta/Calgary/K-K-Mechanical-Ltd/871150.html?what=plumber&where=Calgary+AB&useContext=true,248 Woodbrook Mews SW,Calgary,AB,T2W 4P8,"248 Woodbrook Mews SW, Calgary, AB, T2W 4P8",403-251-1512,http://www.facebook.com/155654701861152,"Plumbers & Plumbing Contractors, Mechanical Contractors, More…",FALSE,plumber,calgary AB
A C S Plumbing And Heating Ltd,11903,https://www.yellowpages.ca/bus/Alberta/A-C-S-Plumbing-And-Heating-Ltd/11903.html?what=plumber&where=Calgary+AB&useContext=true,N/A,N/A,N/A,N/A,N/A,403-253-0103,http://www.acsplumbing.com/,Plumbers & Plumbing Contractors,FALSE,plumber,calgary AB
Customax Plumbing and Heating Ltd,6662585,https://www.yellowpages.ca/bus/Alberta/Customax-Plumbing-and-Heating-Ltd/6662585.html?what=plumber&where=Calgary+AB&useContext=true,N/A,N/A,N/A,N/A,N/A,403-700-7791,http://www.customax.ca/,Plumbers & Plumbing Contractors,FALSE,plumber,calgary AB
Commercial Mechanical Services,7622375,https://www.yellowpages.ca/bus/Alberta/Calgary/Commercial-Mechanical-Services/7622375.html?what=plumber&where=Calgary+AB&useContext=true,5572 53 Ave SE,Calgary,AB,T2C 4P2,"5572 53 Ave SE, Calgary, AB, T2C 4P2","403-219-1011,403-219-1010",http://commercialmechanical.ca/,Plumbers & Plumbing Contractors,FALSE,plumber,calgary AB
N Sink Plumbing Services Ltd,2425449,https://www.yellowpages.ca/bus/Alberta/Calgary/N-Sink-Plumbing-Services-Ltd/2425449.html?what=plumber&where=Calgary+AB&useContext=true,327 Woodridge Pl SW,Calgary,AB,T2W 3S5,"327 Woodridge Pl SW, Calgary, AB, T2W 3S5","403-386-3800,403-386-7465",http://nsinkplumbing.ca/,Plumbers & Plumbing Contractors,FALSE,plumber,calgary AB
Bonavista Plumbing & Heating,214727,https://www.yellowpages.ca/bus/Alberta/Bonavista-Plumbing-Heating/214727.html?what=plumber&where=Calgary+AB&useContext=true,N/A,N/A,N/A,N/A,N/A,403-815-0350,N/A,Plumbers & Plumbing Contractors,FALSE,plumber,calgary AB
Allweather Plumbing & Heating Ltd,8059121,https://www.yellowpages.ca/bus/Alberta/Calgary/Allweather-Plumbing-Heating-Ltd/8059121.html?what=plumber&where=Calgary+AB&useContext=true,43 Canata Close SW,Calgary,AB,T2W 1P8,"43 Canata Close SW, Calgary, AB, T2W 1P8",403-648-2745,http://allweatherplumbingandheating.com/,"Plumbers & Plumbing Contractors, Heating Contractors",FALSE,plumber,calgary AB
A-1 Scotty's Drainage,19667,https://www.yellowpages.ca/bus/Alberta/Calgary/A-1-Scotty-s-Drainage/19667.html?what=plumber&where=Calgary+AB&useContext=true,640 17 AVE NE,Calgary,AB,T2E 1M3,"640 17 AVE NE, Calgary, AB, T2E 1M3",403-236-3644,N/A,"Plumbers & Plumbing Contractors, Drain & Sewer Cleaning",FALSE,plumber,calgary AB
Smardt Inc,3914930,https://www.yellowpages.ca/bus/Quebec/Dorval/Smardt-Inc/3914930.html?what=fridge&where=Laval+QC&useContext=true,"1800, Rte Transcanadienne",Dorval,QC,H9P 1H7,"1800, Rte Transcanadienne, Dorval, QC, H9P 1H7",514-683-5457,http://www.smardt.com/,Refrigerator & Freezer Sales & Service,FALSE,fridge,laval QC
Meuble Fleury,8092515,https://www.yellowpages.ca/bus/Quebec/Montreal/Meuble-Fleury/8092515.html?what=fridge&where=Laval+QC&useContext=true,1850 rue Fleury E,Montréal,QC,H2B 1H6,"1850 rue Fleury E, Montréal, QC, H2B 1H6",514-355-2424,N/A,Major Appliance Stores,FALSE,fridge,laval QC
Hudson's Bay - CLOSED,3395003,https://www.yellowpages.ca/bus/Quebec/Mont-Royal/Hudson-s-Bay-CLOSED/3395003.html?what=fridge&where=Laval+QC&useContext=true,"2435, ch Rockland",Mont-Royal,QC,H3P 2Z3,"2435, ch Rockland, Mont-Royal, QC, H3P 2Z3","514-739-5521,514-348-6851",https://locations.thebay.com/,Department Stores,FALSE,fridge,laval QC
Mec Inc - Magister Espresso Canada,102184993,https://www.yellowpages.ca/bus/Quebec/Montreal/Mec-Inc-Magister-Espresso-Canada/102184993.html?what=fridge&where=Laval+QC&useContext=true,315-9150 rue Meilleur,Montréal,QC,H2N 2A5,"315-9150 rue Meilleur, Montréal, QC, H2N 2A5",1-855-632-4636,http://magisterespresso.com/,"Major Appliance Stores, Coffee Shops",FALSE,fridge,laval QC
Gops.7 Inc,102965109,https://www.yellowpages.ca/bus/Quebec/Montreal/Gops-7-Inc/102965109.html?what=fridge&where=Laval+QC&useContext=true,111 Rue Chabanel O,Montréal,QC,H2N 1C8,"111 Rue Chabanel O, Montréal, QC, H2N 1C8",514-296-5820,N/A,Major Appliance Stores,FALSE,fridge,laval QC
Beauprix,102189398,https://www.yellowpages.ca/bus/Quebec/Montreal/Beauprix/102189398.html?what=fridge&where=Laval+QC&useContext=true,1380 Rue Chabanel O,Montréal,QC,H4N 1H4,"1380 Rue Chabanel O, Montréal, QC, H4N 1H4",514-452-1183,https://www.facebook.com/BeauPrix-1318688084892344/,Major Appliance Stores,FALSE,fridge,laval QC
Electro-Experts,7916213,https://www.yellowpages.ca/bus/Quebec/Saint-Laurent/Electro-Experts/7916213.html?what=fridge&where=Laval+QC&useContext=true,4000 boul de la Côte-Vertu,Saint-Laurent,QC,H4R 1V4,"4000 boul de la Côte-Vertu, Saint-Laurent, QC, H4R 1V4","514-339-9918,1-866-874-2773",https://www.electro-experts.com/,"Major Appliance Stores, Appliance Repair & Service",FALSE,fridge,laval QC
Corbeil Appliances,2204180,https://www.yellowpages.ca/bus/Quebec/Montreal/Corbeil-Appliances/2204180.html?what=fridge&where=Laval+QC&useContext=true,9570 boul de l'Acadie,Montréal,QC,H4N 1L8,"9570 boul de l'Acadie, Montréal, QC, H4N 1L8","514-383-1141,1-877-726-7234",http://www.corbeilelectro.com/,"Refrigerator & Freezer Sales & Service, Major Appliance Stores",FALSE,fridge,laval QC
Groupe Cdrem,100323533,https://www.yellowpages.ca/bus/Quebec/Saint-Laurent/Groupe-Cdrem/100323533.html?what=fridge&where=Laval+QC&useContext=true,"3131, boul de la cote-Vertu",Saint-Laurent,QC,H4R 1Y8,"3131, boul de la cote-Vertu, Saint-Laurent, QC, H4R 1Y8",514-923-2178,N/A,"Major Appliance Stores, Electric Shavers, More…",FALSE,fridge,laval QC
AA Electroménagers,6857913,https://www.yellowpages.ca/bus/Quebec/Saint-Laurent/AA-Electromenagers/6857913.html?what=fridge&where=Laval+QC&useContext=true,1480 Rue Bégin,Saint-Laurent,QC,H4R 1X1,"1480 Rue Bégin, Saint-Laurent, QC, H4R 1X1",438-380-1267,http://www.aaelectromenagers.ca/,"Major Appliance Stores, Used Appliance Stores, More…",FALSE,fridge,laval QC
Debsel Inc,2221185,https://www.yellowpages.ca/bus/Quebec/Saint-Laurent/Debsel-Inc/2221185.html?what=fridge&where=Laval+QC&useContext=true,"4225, boul Poirier",Saint-Laurent,QC,H4R 2A4,"4225, boul Poirier, Saint-Laurent, QC, H4R 2A4","514-481-0217,514-481-0215,1-877-481-0215",http://www.appliancity.com/,Major Appliance Stores,FALSE,fridge,laval QC
9106-7405 Quebec Inc,8099134,https://www.yellowpages.ca/bus/Quebec/Saint-Laurent/9106-7405-Quebec-Inc/8099134.html?what=fridge&where=Laval+QC&useContext=true,"3450, boul Thimens",Saint-Laurent,QC,H4R 1V6,"3450, boul Thimens, Saint-Laurent, QC, H4R 1V6",514-335-7138,N/A,Major Appliance Stores,FALSE,fridge,laval QC
Canadian Tire,7699656,https://www.yellowpages.ca/bus/Quebec/Ville-Saint-Laurent/Canadian-Tire/7699656.html?what=fridge&where=Laval+QC&useContext=true,11200 Boul. Cavendish,Ville Saint-Laurent,QC,H4R 2J7,"11200 Boul. Cavendish, Ville Saint-Laurent, QC, H4R 2J7",514-337-4862,https://www.canadiantire.ca/en/store-details/qc/ville-st-laurent-qc-235.html?utm_source=yext&utm_medium=lss,"Department Stores, New Auto Parts & Supplies",FALSE,fridge,laval QC
AstroVac - VacuMaid,113987,https://www.yellowpages.ca/bus/Quebec/Saint-Laurent/AstroVac-VacuMaid/113987.html?what=fridge&where=Laval+QC&useContext=true,"2499, rue Guénette",Saint-Laurent,QC,H4R 2E9,"2499, rue Guénette, Saint-Laurent, QC, H4R 2E9","514-334-4562,514-745-0220,1-888-964-2435",http://www.vacumaid.ca/,"Major Appliance Stores, Central Vacuum Systems",FALSE,fridge,laval QC
Ameublement Bon Choix,2088307,https://www.yellowpages.ca/bus/Quebec/Montreal/Ameublement-Bon-Choix/2088307.html?what=fridge&where=Laval+QC&useContext=true,"12090, boul Laurentien",Montréal,QC,H4K 1M9,"12090, boul Laurentien, Montréal, QC, H4K 1M9",514-495-3444,https://www.facebook.com/pages/Ameublement-Bon-Choix/1022946771130582,"Major Appliance Stores, Used Furniture Stores",FALSE,fridge,laval QC
Express Appliance Repair,101491181,https://www.yellowpages.ca/bus/Alberta/Express-Appliance-Repair/101491181.html?what=fridge&where=Calgary+AB&useContext=true,N/A,N/A,N/A,N/A,N/A,587-319-6799,http://www.expressappliance.ca/,"Major Appliance Stores, Appliance Repair & Service",FALSE,fridge,calgary AB
Mr Appliance,101006915,https://www.yellowpages.ca/bus/Alberta/Mr-Appliance/101006915.html?what=fridge&where=Calgary+AB&useContext=true,N/A,N/A,N/A,N/A,N/A,403-910-0261,http://www.mrappliance.ca/chestermere/,"Major Appliance Stores, Appliance Repair & Service",FALSE,fridge,calgary AB
Trail Appliances,2876801,https://www.yellowpages.ca/bus/Alberta/Trail-Appliances/2876801.html?what=fridge&where=Calgary+AB&useContext=true,N/A,N/A,N/A,N/A,N/A,"403-253-6397,403-252-8939,1-800-843-7738",http://www.trailappliances.com/,Major Appliance Stores,FALSE,fridge,calgary AB
Trail Appliances,1793044,https://www.yellowpages.ca/bus/Alberta/Calgary/Trail-Appliances/1793044.html?what=fridge&where=Calgary+AB&useContext=true,2745 29 St NE,Calgary,AB,T1Y 7B5,"2745 29 St NE, Calgary, AB, T1Y 7B5","403-252-8939,403-250-2818",http://www.trailappliances.com/ab,Major Appliance Stores,FALSE,fridge,calgary AB
Trail Appliances,1607767,https://www.yellowpages.ca/bus/Alberta/Calgary/Trail-Appliances/1607767.html?what=fridge&where=Calgary+AB&useContext=true,6880 11th Street SE,Calgary,AB,T2H 2T9,"6880 11th Street SE, Calgary, AB, T2H 2T9","403-252-8939,403-253-6397,403-253-5442",http://www.trailappliances.com/ab,Major Appliance Stores,FALSE,fridge,calgary AB
Canadian Tire,3760685,https://www.yellowpages.ca/bus/Alberta/Calgary/Canadian-Tire/3760685.html?what=fridge&where=Calgary+AB&useContext=true,11940 Sarcee Trail NW,Calgary,AB,T3R 0A1,"11940 Sarcee Trail NW, Calgary, AB, T3R 0A1",403-456-6428,https://www.canadiantire.ca/en/store-details/ab/calgary-beacon-hills-nw-ab-611.html?utm_source=yext&utm_medium=lss,"Department Stores, Tire Retailers",FALSE,fridge,calgary AB
Canadian Tire,7260979,https://www.yellowpages.ca/bus/Alberta/Calgary/Canadian-Tire/7260979.html?what=fridge&where=Calgary+AB&useContext=true,910 - 57th Avenue NE,Calgary,AB,T2E 9B7,"910 - 57th Avenue NE, Calgary, AB, T2E 9B7",403-295-2800,https://www.canadiantire.ca/en/store-details/ab/calgary-deerfoot-city-ne-ab-419.html?utm_source=yext&utm_medium=lss,"Department Stores, Car Repair & Service, More…",FALSE,fridge,calgary AB
Trail Appliances,1607747,https://www.yellowpages.ca/bus/Alberta/Edmonton/Trail-Appliances/1607747.html?what=fridge&where=Calgary+AB&useContext=true,12404 149 St NW,Edmonton,AB,T5V 1G9,"12404 149 St NW, Edmonton, AB, T5V 1G9","780-452-8888,780-438-4441",https://trailappliances.com/,Major Appliance Stores,FALSE,fridge,calgary AB
Wasim Appliances Ltd,8107046,https://www.yellowpages.ca/bus/Alberta/High-River/Wasim-Appliances-Ltd/8107046.html?what=fridge&where=Calgary+AB&useContext=true,1204 Highland Green Bay NW,High River,AB,T1V 1X1,"1204 Highland Green Bay NW, High River, AB, T1V 1X1",403-689-7741,http://wasimappliancesltd.ca/,Major Appliance Stores,FALSE,fridge,calgary AB
Canadian Tire,2157659,https://www.yellowpages.ca/bus/Alberta/Strathmore/Canadian-Tire/2157659.html?what=fridge&where=Calgary+AB&useContext=true,109-900 Pine Rd,Strathmore,AB,T1P 0A2,"109-900 Pine Rd, Strathmore, AB, T1P 0A2",403-934-9733,http://www.canadiantire.ca/,"Department Stores, New Auto Parts & Supplies",FALSE,fridge,calgary AB
PJ's Appliance & Mattress Gallery,2468205,https://www.yellowpages.ca/bus/Alberta/Strathmore/PJ-s-Appliance-Mattress-Gallery/2468205.html?what=fridge&where=Calgary+AB&useContext=true,18 Spruce Park Dr,Strathmore,AB,T1P 1J2,"18 Spruce Park Dr, Strathmore, AB, T1P 1J2",403-934-6919,http://www.pjsappliances.com/,"Major Appliance Stores, Mattresses & Box Springs",FALSE,fridge,calgary AB
Bargain Appliance Services,3539711,https://www.yellowpages.ca/bus/Alberta/Crossfield/Bargain-Appliance-Services/3539711.html?what=fridge&where=Calgary+AB&useContext=true,1613A Saskatchewan St,Crossfield,AB,T0M 0S0,"1613A Saskatchewan St, Crossfield, AB, T0M 0S0",403-946-0319,https://www.bargainapplianceservice.ca/,Major Appliance Stores,FALSE,fridge,calgary AB
Canadian Tire,2157653,https://www.yellowpages.ca/bus/Alberta/Okotoks/Canadian-Tire/2157653.html?what=fridge&where=Calgary+AB&useContext=true,100-201 Southridge Dr,Okotoks,AB,T1S 2C9,"100-201 Southridge Dr, Okotoks, AB, T1S 2C9",403-938-5551,http://www.canadiantire.ca/,"Department Stores, New Auto Parts & Supplies",FALSE,fridge,calgary AB
