Name,Listing_id,Profile_url,Street_address,City,Province,Postal_code,Full_address,Phones,Website,Categories,Sponsored,What,Where
Trail Appliances,8184657,https://www.yellowpages.ca/bus/Alberta/Calgary/Trail-Appliances/8184657.html?what=fridge&where=Calgary+AB&useContext=true,2745 29 St NE,Calgary,AB,T1Y 7B5,"2745 29 St NE, Calgary, AB, T1Y 7B5",1-800-843-7738,N/A,Major Appliance Stores,FALSE,fridge,calgary ab
Trail Appliances,8184649,https://www.yellowpages.ca/bus/Alberta/Calgary/Trail-Appliances/8184649.html?what=fridge&where=Calgary+AB&useContext=true,2745 29 St NE,Calgary,AB,T1Y 7B5,"2745 29 St NE, Calgary, AB, T1Y 7B5",1-877-447-8420,N/A,Major Appliance Stores,FALSE,fridge,calgary ab
Four Seasons Appliances,646190,https://www.yellowpages.ca/bus/Alberta/Four-Seasons-Appliances/646190.html?what=fridge&where=Calgary+AB&useContext=true,N/A,N/A,N/A,N/A,N/A,403-601-1122,http://fourseasonsappliances.ca/,"Major Appliance Stores,Electronics Stores",FALSE,fridge,calgary ab
Household Refrigeration & Appliance Service,792251,https://www.yellowpages.ca/bus/Alberta/Household-Refrigeration-Appliance-Service/792251.html?what=fridge&where=Calgary+AB&useContext=true,N/A,N/A,N/A,N/A,N/A,403-269-4223,http://householdrefrigeration.com/,"Major Appliance Stores,Ranges, Cooktops & Stoves Sales & Services",FALSE,fridge,calgary ab
A T A Appliance Services,4128988,https://www.yellowpages.ca/bus/Alberta/Airdrie/A-T-A-Appliance-Services/4128988.html?what=fridge&where=Calgary+AB&useContext=true,24 Coopers Hts SW,Airdrie,AB,T4B 2S1,"24 Coopers Hts SW, Airdrie, AB, T4B 2S1",403-948-4649,http://ataapplianceservices.com/,"Refrigerator & Freezer Sales & Service,Appliance Repair & Service",FALSE,fridge,calgary ab
Daystar Mechanical,430715,https://www.yellowpages.ca/bus/Alberta/Airdrie/Daystar-Mechanical/430715.html?what=fridge&where=Calgary+AB&useContext=true,104-541 Kingsview Way Se,Airdrie,AB,T4A 0C9,"104-541 Kingsview Way Se, Airdrie, AB, T4A 0C9",403-948-7478,https://www.daystarmechanical.ca/,Major Appliance Stores,FALSE,fridge,calgary ab
John's Appliance Service,6146677,https://www.yellowpages.ca/bus/Alberta/Airdrie/John-s-Appliance-Service/6146677.html?what=fridge&where=Calgary+AB&useContext=true,129 Reunion Crt NW,Airdrie,AB,T4B 0G9,"129 Reunion Crt NW, Airdrie, AB, T4B 0G9",403-852-1538,http://www.johnsapplianceservice.ca/,"Major Appliance Stores,Appliance Repair & Service",FALSE,fridge,calgary ab
Canadian Tire,3554080,https://www.yellowpages.ca/bus/Alberta/Airdrie/Canadian-Tire/3554080.html?what=fridge&where=Calgary+AB&useContext=true,300 - 202 Veteran's Blvd. NE,Airdrie,AB,T4B 3P2,"300 - 202 Veteran's Blvd. NE, Airdrie, AB, T4B 3P2",403-948-3993,https://www.canadiantire.ca/en/store-details/ab/airdrie-ab-407.html?utm_source=yext&utm_medium=lss,"Department Stores,Tire Retailers,More…",FALSE,fridge,calgary ab
Avalanche Appliance Division Inc,101932465,https://www.yellowpages.ca/bus/Alberta/Cochrane/Avalanche-Appliance-Division-Inc/101932465.html?what=fridge&where=Calgary+AB&useContext=true,1-124 River Ave,Cochrane,AB,T4C 2C2,"1-124 River Ave, Cochrane, AB, T4C 2C2",587-493-8448,N/A,Major Appliance Stores,FALSE,fridge,calgary ab
Canadian Tire,3554081,https://www.yellowpages.ca/bus/Alberta/Cochrane/Canadian-Tire/3554081.html?what=fridge&where=Calgary+AB&useContext=true,55 Quarry Street East,Cochrane,AB,T4C 0W6,"55 Quarry Street East, Cochrane, AB, T4C 0W6",403-851-0770,https://www.canadiantire.ca/en/store-details/ab/cochrane-ab-493.html?utm_source=yext&utm_medium=lss,"Department Stores,New Auto Parts & Supplies",FALSE,fridge,calgary ab
Fast Appliance Repair Ltd,101042410,https://www.yellowpages.ca/bus/Alberta/Heritage-Pointe/Fast-Appliance-Repair-Ltd/101042410.html?what=fridge&where=Calgary+AB&useContext=true,12 Heritage Lake Crt,Heritage Pointe,AB,T1S 4H4,"12 Heritage Lake Crt, Heritage Pointe, AB, T1S 4H4",587-891-7771,https://vancouverrepairappliances.ca/,"Major Appliance Stores,Appliance Repair & Service",FALSE,fridge,calgary ab
Canadian Tire,2157653,https://www.yellowpages.ca/bus/Alberta/Okotoks/Canadian-Tire/2157653.html?what=fridge&where=Calgary+AB&useContext=true,100-201 Southridge Dr,Okotoks,AB,T1S 2C9,"100-201 Southridge Dr, Okotoks, AB, T1S 2C9",403-938-5551,http://www.canadiantire.ca/,"Department Stores,New Auto Parts & Supplies",FALSE,fridge,calgary ab
Bargain Appliance Services,3539711,https://www.yellowpages.ca/bus/Alberta/Crossfield/Bargain-Appliance-Services/3539711.html?what=fridge&where=Calgary+AB&useContext=true,1613A Saskatchewan St,Crossfield,AB,T0M 0S0,"1613A Saskatchewan St, Crossfield, AB, T0M 0S0",403-946-0319,https://www.bargainapplianceservice.ca/,Major Appliance Stores,FALSE,fridge,calgary ab
PJ's Appliance & Mattress Gallery,2468205,https://www.yellowpages.ca/bus/Alberta/Strathmore/PJ-s-Appliance-Mattress-Gallery/2468205.html?what=fridge&where=Calgary+AB&useContext=true,18 Spruce Park Dr,Strathmore,AB,T1P 1J2,"18 Spruce Park Dr, Strathmore, AB, T1P 1J2",403-934-6919,http://www.pjsappliances.com/,"Major Appliance Stores,Mattresses & Box Springs",FALSE,fridge,calgary ab
Canadian Tire,2157659,https://www.yellowpages.ca/bus/Alberta/Strathmore/Canadian-Tire/2157659.html?what=fridge&where=Calgary+AB&useContext=true,109-900 Pine Rd,Strathmore,AB,T1P 0A2,"109-900 Pine Rd, Strathmore, AB, T1P 0A2",403-934-9733,http://www.canadiantire.ca/,"Department Stores,New Auto Parts & Supplies",FALSE,fridge,calgary ab
Wasim Appliances Ltd,8107046,https://www.yellowpages.ca/bus/Alberta/High-River/Wasim-Appliances-Ltd/8107046.html?what=fridge&where=Calgary+AB&useContext=true,1204 Highland Green Bay NW,High River,AB,T1V 1X1,"1204 Highland Green Bay NW, High River, AB, T1V 1X1",403-689-7741,http://wasimappliancesltd.ca/,Major Appliance Stores,FALSE,fridge,calgary ab
Trail Appliances,1607747,https://www.yellowpages.ca/bus/Alberta/Edmonton/Trail-Appliances/1607747.html?what=fridge&where=Calgary+AB&useContext=true,12404 149 St NW,Edmonton,AB,T5V 1G9,"12404 149 St NW, Edmonton, AB, T5V 1G9",780-452-8888,https://trailappliances.com/,Major Appliance Stores,FALSE,fridge,calgary ab
Canadian Tire,7260979,https://www.yellowpages.ca/bus/Alberta/Calgary/Canadian-Tire/7260979.html?what=fridge&where=Calgary+AB&useContext=true,910 - 57th Avenue NE,Calgary,AB,T2E 9B7,"910 - 57th Avenue NE, Calgary, AB, T2E 9B7",403-295-2800,https://www.canadiantire.ca/en/store-details/ab/calgary-deerfoot-city-ne-ab-419.html?utm_source=yext&utm_medium=lss,"Department Stores,Car Repair & Service,More…",FALSE,fridge,calgary ab
Canadian Tire,3760685,https://www.yellowpages.ca/bus/Alberta/Calgary/Canadian-Tire/3760685.html?what=fridge&where=Calgary+AB&useContext=true,11940 Sarcee Trail NW,Calgary,AB,T3R 0A1,"11940 Sarcee Trail NW, Calgary, AB, T3R 0A1",403-456-6428,https://www.canadiantire.ca/en/store-details/ab/calgary-beacon-hills-nw-ab-611.html?utm_source=yext&utm_medium=lss,"Department Stores,Tire Retailers",FALSE,fridge,calgary ab
Trail Appliances,1607767,https://www.yellowpages.ca/bus/Alberta/Calgary/Trail-Appliances/1607767.html?what=fridge&where=Calgary+AB&useContext=true,6880 11th Street SE,Calgary,AB,T2H 2T9,"6880 11th Street SE, Calgary, AB, T2H 2T9",403-253-5442,http://www.trailappliances.com/ab,Major Appliance Stores,FALSE,fridge,calgary ab
Trail Appliances,1793044,https://www.yellowpages.ca/bus/Alberta/Calgary/Trail-Appliances/1793044.html?what=fridge&where=Calgary+AB&useContext=true,2745 29 St NE,Calgary,AB,T1Y 7B5,"2745 29 St NE, Calgary, AB, T1Y 7B5","403-250-2818,403-252-8939",http://www.trailappliances.com/ab,Major Appliance Stores,FALSE,fridge,calgary ab
Trail Appliances,2876801,https://www.yellowpages.ca/bus/Alberta/Trail-Appliances/2876801.html?what=fridge&where=Calgary+AB&useContext=true,N/A,N/A,N/A,N/A,N/A,"403-252-8939,1-800-843-7738",http://www.trailappliances.com/,Major Appliance Stores,FALSE,fridge,calgary ab
Mr Appliance,101006915,https://www.yellowpages.ca/bus/Alberta/Mr-Appliance/101006915.html?what=fridge&where=Calgary+AB&useContext=true,N/A,N/A,N/A,N/A,N/A,403-910-0261,http://www.mrappliance.ca/chestermere/,"Major Appliance Stores,Appliance Repair & Service",FALSE,fridge,calgary ab
Express Appliance Repair,101491181,https://www.yellowpages.ca/bus/Alberta/Express-Appliance-Repair/101491181.html?what=fridge&where=Calgary+AB&useContext=true,N/A,N/A,N/A,N/A,N/A,587-319-6799,http://www.expressappliance.ca/,"Major Appliance Stores,Appliance Repair & Service",FALSE,fridge,calgary ab
A & A Appliance Service,7597964,https://www.yellowpages.ca/bus/British-Columbia/A-A-Appliance-Service/7597964.html?what=fridge&where=Victoria+BC&useContext=true,N/A,N/A,N/A,N/A,N/A,250-419-0520,http://aandaapplianceservice.ca/,"Refrigerator & Freezer Sales & Service,Major Appliance Stores,More…",TRUE,fridge,victoria bc
Canadian Tire,2157476,https://www.yellowpages.ca/bus/British-Columbia/Victoria/Canadian-Tire/2157476.html?what=fridge&where=Victoria+BC&useContext=true,1519 Admirals Rd,Victoria,BC,V9A 2P8,"1519 Admirals Rd, Victoria, BC, V9A 2P8",250-381-3111,https://canadiantire.ca/,"Department Stores,Mufflers & Exhaust Systems,More…",FALSE,fridge,victoria bc
Canadian Tire,2157466,https://www.yellowpages.ca/bus/British-Columbia/Victoria/Canadian-Tire/2157466.html?what=fridge&where=Victoria+BC&useContext=true,801 Royal Oak Dr,Victoria,BC,V8X 4V1,"801 Royal Oak Dr, Victoria, BC, V8X 4V1",250-727-6561,https://canadiantire.ca/,"Department Stores,Mufflers & Exhaust Systems,More…",FALSE,fridge,victoria bc
Canadian Tire,296515,https://www.yellowpages.ca/bus/British-Columbia/Victoria/Canadian-Tire/296515.html?what=fridge&where=Victoria+BC&useContext=true,855 Langford Pky,Victoria,BC,V9B 4V5,"855 Langford Pky, Victoria, BC, V9B 4V5",250-474-2291,https://canadiantire.ca/,"Department Stores,Mufflers & Exhaust Systems,More…",FALSE,fridge,victoria bc
Canadian Tire,2157465,https://www.yellowpages.ca/bus/British-Columbia/Victoria/Canadian-Tire/2157465.html?what=fridge&where=Victoria+BC&useContext=true,3993 Cedar Hill Rd,Victoria,BC,V8N 4M9,"3993 Cedar Hill Rd, Victoria, BC, V8N 4M9",250-721-1125,http://www.canadiantire.ca/,"Department Stores,Mufflers & Exhaust Systems,More…",FALSE,fridge,victoria bc
Trail Appliances,3770133,https://www.yellowpages.ca/bus/British-Columbia/Victoria/Trail-Appliances/3770133.html?what=fridge&where=Victoria+BC&useContext=true,2360 Millstream Rd,Victoria,BC,V9B 3R3,"2360 Millstream Rd, Victoria, BC, V9B 3R3",250-475-1511,http://www.trailappliances.com/,Major Appliance Stores,FALSE,fridge,victoria bc
Trail Appliances,3467679,https://www.yellowpages.ca/bus/British-Columbia/Victoria/Trail-Appliances/3467679.html?what=fridge&where=Victoria+BC&useContext=true,2360 Millstream Rd,Victoria,BC,V9B 3R3,"2360 Millstream Rd, Victoria, BC, V9B 3R3",1-877-452-5264,http://www.trailappliances.com/,Major Appliance Stores,FALSE,fridge,victoria bc
Coast Wholesale Appliances,2191778,https://www.yellowpages.ca/bus/British-Columbia/Victoria/Coast-Wholesale-Appliances/2191778.html?what=fridge&where=Victoria+BC&useContext=true,736 Cloverdale Ave,Victoria,BC,V8X 2S7,"736 Cloverdale Ave, Victoria, BC, V8X 2S7",250-475-0277,http://www.coastappliances.com/,Major Appliance Stores,FALSE,fridge,victoria bc
Bay Appliance Repair,100933148,https://www.yellowpages.ca/bus/British-Columbia/Victoria/Bay-Appliance-Repair/100933148.html?what=fridge&where=Victoria+BC&useContext=true,1053 Fort St,Victoria,BC,V8V 3K5,"1053 Fort St, Victoria, BC, V8V 3K5",250-999-7533,N/A,"Major Appliance Stores,Appliance Repair & Service",FALSE,fridge,victoria bc
Westcoast Appliance Centre Ltd,1704408,https://www.yellowpages.ca/bus/British-Columbia/Victoria/Westcoast-Appliance-Centre-Ltd/1704408.html?what=fridge&where=Victoria+BC&useContext=true,3090 Nanaimo St,Victoria,BC,V8T 5A6,"3090 Nanaimo St, Victoria, BC, V8T 5A6",250-382-0242,http://www.westcoastappliance.ca/,"Major Appliance Stores,Appliance Repair & Service",FALSE,fridge,victoria bc
Lansdowne Appliance Gallery Sales & Service,1799804,https://www.yellowpages.ca/bus/British-Columbia/Victoria/Lansdowne-Appliance-Gallery-Sales-Service/1799804.html?what=fridge&where=Victoria+BC&useContext=true,2517 Douglas Street,Victoria,BC,V8T 4L9,"2517 Douglas Street, Victoria, BC, V8T 4L9",250-383-1275,https://lansdowneappliance.com/,"Major Appliance Stores,Appliance Repair & Service",FALSE,fridge,victoria bc
Hudson's Bay - CLOSED,2114971,https://www.yellowpages.ca/bus/British-Columbia/Victoria/Hudson-s-Bay-CLOSED/2114971.html?what=fridge&where=Victoria+BC&useContext=true,221-3125 Douglas St,Victoria,BC,V8Z 3K3,"221-3125 Douglas St, Victoria, BC, V8Z 3K3",250-386-3322,https://hudsonsbayoptical.com/,"Department Stores,Vision & Eye Care",FALSE,fridge,victoria bc
A.S.A.P. Ventures Ltd - The Kelowna Appliance Experts,7733190,https://www.yellowpages.ca/bus/British-Columbia/West-Kelowna/A-S-A-P-Ventures-Ltd-The-Kelowna-Appliance-Experts/7733190.html?what=fridge&where=Victoria+BC&useContext=true,2965 Sandstone Drive,West Kelowna,BC,V4T 1T2,"2965 Sandstone Drive, West Kelowna, BC, V4T 1T2",250-999-4464,http://www.asapvictoria.com/,"Major Appliance Stores,Appliance Repair & Service",TRUE,fridge,victoria bc
A L Appliances,2064938,https://www.yellowpages.ca/bus/British-Columbia/Sidney/A-L-Appliances/2064938.html?what=fridge&where=Victoria+BC&useContext=true,2108 James White Blvd,Sidney,BC,V8L 1Z2,"2108 James White Blvd, Sidney, BC, V8L 1Z2",250-656-2325,N/A,Major Appliance Stores,FALSE,fridge,victoria bc
Journey Appliance,100788113,https://www.yellowpages.ca/bus/British-Columbia/Sidney/Journey-Appliance/100788113.html?what=fridge&where=Victoria+BC&useContext=true,PO Box 20078,Sidney,BC,V8L 2X4,"PO Box 20078, Sidney, BC, V8L 2X4",250-889-8756,http://journeyappliance.ca/,"Major Appliance Stores,Appliance Repair & Service",FALSE,fridge,victoria bc
Mr Tank,102027027,https://www.yellowpages.ca/bus/British-Columbia/Sooke/Mr-Tank/102027027.html?what=fridge&where=Victoria+BC&useContext=true,3697 Otter Point Rd,Sooke,BC,V9Z 0K1,"3697 Otter Point Rd, Sooke, BC, V9Z 0K1",250-642-7033,http://mrtank.ca/,"Major Appliance Stores,Plastic & Fiberglass Tanks",FALSE,fridge,victoria bc
Canadian Tire,3826649,https://www.yellowpages.ca/bus/British-Columbia/Victoria/Canadian-Tire/3826649.html?what=fridge&where=Victoria+BC&useContext=true,1610 Hillside Ave,Victoria,BC,V8T 2C5,"1610 Hillside Ave, Victoria, BC, V8T 2C5",250-361-3152,https://canadiantire.ca/,"Department Stores,Tire Retailers,More…",FALSE,fridge,victoria bc
Trail Appliances,101570226,https://www.yellowpages.ca/bus/British-Columbia/Victoria/Trail-Appliances/101570226.html?what=fridge&where=Victoria+BC&useContext=true,www.trailappliances.com,Victoria,BC,N/A,"www.trailappliances.com, Victoria, BC",N/A,N/A,Major Appliance Stores,FALSE,fridge,victoria bc
Island Ice Ltd,6302622,https://www.yellowpages.ca/bus/British-Columbia/Island-Ice-Ltd/6302622.html?what=fridge&where=Victoria+BC&useContext=true,N/A,N/A,N/A,N/A,N/A,250-384-5911,http://www.facebook.com/791866697611071,"Refrigerator & Freezer Sales & Service,Ice,More…",FALSE,fridge,victoria bc
Abel Appliance,25499,https://www.yellowpages.ca/bus/British-Columbia/Abel-Appliance/25499.html?what=fridge&where=Victoria+BC&useContext=true,N/A,N/A,N/A,N/A,N/A,604-644-4936,N/A,Major Appliance Stores,FALSE,fridge,victoria bc
Westcoast Appliance Centre Ltd,7353744,https://www.yellowpages.ca/bus/British-Columbia/Westcoast-Appliance-Centre-Ltd/7353744.html?what=fridge&where=Victoria+BC&useContext=true,N/A,N/A,N/A,N/A,N/A,250-412-2242,N/A,Major Appliance Stores,FALSE,fridge,victoria bc
Hastings Home Appliance Repair 2004,7467187,https://www.yellowpages.ca/bus/British-Columbia/Hastings-Home-Appliance-Repair-2004/7467187.html?what=fridge&where=Victoria+BC&useContext=true,N/A,N/A,N/A,N/A,N/A,250-386-7734,N/A,"Major Appliance Stores,Washer & Dryer Sales & Service,More…",FALSE,fridge,victoria bc
McIver's Appliance Sales & Service Ltd,5814608,https://www.yellowpages.ca/bus/British-Columbia/McIver-s-Appliance-Sales-Service-Ltd/5814608.html?what=fridge&where=Victoria+BC&useContext=true,N/A,N/A,N/A,N/A,N/A,250-537-9660,http://www.facebook.com/144240405612748,Major Appliance Stores,FALSE,fridge,victoria bc
Hudson's Bay - CLOSED,2114946,https://www.yellowpages.ca/bus/British-Columbia/Hudson-s-Bay-CLOSED/2114946.html?what=fridge&where=Victoria+BC&useContext=true,N/A,N/A,N/A,N/A,N/A,250-385-1311,https://locations.thebay.com/,"Department Stores,Watch Repair",FALSE,fridge,victoria bc
Hudson's Bay,163624,https://www.yellowpages.ca/bus/British-Columbia/Hudson-s-Bay/163624.html?what=fridge&where=Victoria+BC&useContext=true,N/A,N/A,N/A,N/A,N/A,604-681-6289,N/A,"Department Stores,Fur Stores,More…",FALSE,fridge,victoria bc
General Electric,8094340,https://www.yellowpages.ca/bus/British-Columbia/General-Electric/8094340.html?what=fridge&where=Victoria+BC&useContext=true,N/A,N/A,N/A,N/A,N/A,604-572-9044,N/A,Major Appliance Stores,FALSE,fridge,victoria bc
Appareil Electrotech Laval Inc,3071434,https://www.yellowpages.ca/bus/Quebec/Appareil-Electrotech-Laval-Inc/3071434.html?what=fridge&where=Laval+QC&useContext=true&assetId=1-5079020588,N/A,N/A,N/A,N/A,N/A,450-662-1617,http://www.electrotechlaval.ca/,"Major Appliance Stores,More…",TRUE,fridge,laval qc
Ateliers G Paquette Inc,100227496,https://www.yellowpages.ca/bus/Quebec/St-Leonard/Ateliers-G-Paquette-Inc/100227496.html?what=fridge&where=Laval+QC&useContext=true,6744 Jarry Est,St-Léonard,QC,H1P 1W3,"6744 Jarry Est, St-Léonard, QC, H1P 1W3",514-416-7634,http://ateliersgpaquette.com/,Major Appliance Stores,TRUE,fridge,laval qc
Pierre Bouchard Electrique Inc,2639074,https://www.yellowpages.ca/bus/Quebec/Laval/Pierre-Bouchard-Electrique-Inc/2639074.html?what=fridge&where=Laval+QC&useContext=true,3570 rue Rivard,Laval,QC,H7E 1A5,"3570 rue Rivard, Laval, QC, H7E 1A5",450-233-5643,http://www.bouchardelectrique.ca/,"Major Appliance Stores,Electric Heating Equipment & Systems,More…",TRUE,fridge,laval qc
Electro-Experts Inc,7915811,https://www.yellowpages.ca/bus/Quebec/Laval/Electro-Experts-Inc/7915811.html?what=fridge&where=Laval+QC&useContext=true,2275 boul Dagenais O,Laval,QC,H7L 6B1,"2275 boul Dagenais O, Laval, QC, H7L 6B1",450-937-3733,http://www.electro-experts.com/,"Major Appliance Stores,Appliance Manufacturers & Wholesalers",TRUE,fridge,laval qc
Ameublement J C Perreault,7960572,https://www.yellowpages.ca/bus/Quebec/Laval/Ameublement-J-C-Perreault/7960572.html?what=fridge&where=Laval+QC&useContext=true,1900 Rue Maurice-Gauvin,Laval,QC,H7S 1Z5,"1900 Rue Maurice-Gauvin, Laval, QC, H7S 1Z5","450-681-7211,1-855-681-7211",http://www.jcperreault.com/,"Major Appliance Stores,Mattresses & Box Springs,More…",TRUE,fridge,laval qc
Service 2000 Electroménagers,2092682,https://www.yellowpages.ca/bus/Quebec/Laval/Service-2000-Electromenagers/2092682.html?what=fridge&where=Laval+QC&useContext=true,2285 Rue Michelin,Laval,QC,H7L 5B8,"2285 Rue Michelin, Laval, QC, H7L 5B8",450-485-0337,https://www.service2000.ca/,"Major Appliance Stores,Appliance Repair & Service",FALSE,fridge,laval qc
S E S Service,2674373,https://www.yellowpages.ca/bus/Quebec/Laval/S-E-S-Service/2674373.html?what=fridge&where=Laval+QC&useContext=true,22 boul Lévesque E,Laval,QC,H7G 1B4,"22 boul Lévesque E, Laval, QC, H7G 1B4",450-910-0618,http://www.sesservice.ca/,"Major Appliance Stores,Appliance Parts & Supplies",FALSE,fridge,laval qc
Service 2000 Électroménagers,2512022,https://www.yellowpages.ca/bus/Quebec/Laval/Service-2000-Electromenagers/2512022.html?what=fridge&where=Laval+QC&useContext=true,2285 Rue Michelin,Laval,QC,H7L 5B8,"2285 Rue Michelin, Laval, QC, H7L 5B8",514-384-2560,http://www.cteq.ca/,"Major Appliance Stores,Appliance Repair & Service",FALSE,fridge,laval qc
Canadian Tire,7796510,https://www.yellowpages.ca/bus/Quebec/Laval/Canadian-Tire/7796510.html?what=fridge&where=Laval+QC&useContext=true,"544, boul Curé-Labelle",Laval,QC,H7P 2P4,"544, boul Curé-Labelle, Laval, QC, H7P 2P4",450-963-8686,https://canadiantire.ca/,"Department Stores,New Auto Parts & Supplies",FALSE,fridge,laval qc
Canadian Tire,3183435,https://www.yellowpages.ca/bus/Quebec/Laval/Canadian-Tire/3183435.html?what=fridge&where=Laval+QC&useContext=true,500 Chomedey (A-13) Ouest,Laval,QC,H7X 3S9,"500 Chomedey (A-13) Ouest, Laval, QC, H7X 3S9",450-969-4141,https://www.canadiantire.ca/en/store-details/qc/laval-ste-dorothee-qc-155.html?utm_source=yext&utm_medium=lss,"Department Stores,New Auto Parts & Supplies",FALSE,fridge,laval qc
Canadian Tire,7446793,https://www.yellowpages.ca/bus/Quebec/Laval/Canadian-Tire/7446793.html?what=fridge&where=Laval+QC&useContext=true,1450 Boul. Le Corbusier,Laval,QC,H7N 6J5,"1450 Boul. Le Corbusier, Laval, QC, H7N 6J5",450-682-9922,https://www.canadiantire.ca/en/store-details/qc/laval-le-corbusier-qc-300.html?utm_source=yext&utm_medium=lss,"Department Stores,New Auto Parts & Supplies",FALSE,fridge,laval qc
Corbeil Appliances,8158054,https://www.yellowpages.ca/bus/Quebec/Laval/Corbeil-Appliances/8158054.html?what=fridge&where=Laval+QC&useContext=true,3607 Autoroute 440 O,Laval,QC,H7P 5P6,"3607 Autoroute 440 O, Laval, QC, H7P 5P6",450-682-4090,http://www.corbeilelectro.com/,"Major Appliance Stores,Appliance Repair & Service",FALSE,fridge,laval qc
Germain Larivière,7904946,https://www.yellowpages.ca/bus/Quebec/Laval/Germain-Lariviere/7904946.html?what=fridge&where=Laval+QC&useContext=true,"2900, av Jacques-Bureau",Laval,QC,H7P 6E1,"2900, av Jacques-Bureau, Laval, QC, H7P 6E1","514-866-8691,1-800-363-1336",http://www.germainlariviere.com/,Major Appliance Stores,FALSE,fridge,laval qc
